idx	label	predict	radius	correct	time
0	153	700	0.04146089603405994	0	0:00:13.777838
1	87	87	1.5992887573691692	1	0:00:11.769323
2	113	114	0.09994627020191041	0	0:00:11.774793
3	41	41	1.5992887573691692	1	0:00:11.788561
4	64	64	0.2307222215190547	1	0:00:11.858200
5	86	86	1.134780392507593	1	0:00:11.806037
6	146	146	1.5992887573691692	1	0:00:11.811676
7	199	199	0.8755194162148956	1	0:00:11.822410
8	70	70	0.9740492094235553	1	0:00:11.828794
9	148	148	1.0901748632706685	1	0:00:11.831166
10	188	188	1.0917242602139405	1	0:00:11.836183
11	32	32	1.3827134178634257	1	0:00:11.837582
12	16	16	0.741809367291766	1	0:00:11.838118
13	155	219	1.5992887573691692	0	0:00:11.840906
14	90	90	1.5050780731920577	1	0:00:11.843736
15	187	193	0.1011033836623237	0	0:00:11.853257
16	190	190	1.5992887573691692	1	0:00:11.858173
17	168	344	0.17056739598002216	0	0:00:11.861480
18	48	123	0.3981697870308888	0	0:00:11.863099
19	191	-1	0.0	0	0:00:11.862350
20	55	55	0.9614793951847516	1	0:00:11.860721
21	54	63	0.260374999950836	0	0:00:11.863087
22	110	110	1.5992887573691692	1	0:00:11.865163
23	105	372	0.17351918612709108	0	0:00:11.865164
24	23	23	1.4302979300899112	1	0:00:11.863222
25	144	144	1.5992887573691692	1	0:00:11.863353
26	6	109	0.013294766946398459	0	0:00:11.865628
27	52	52	0.637505753383275	1	0:00:11.866637
28	165	166	0.18390267864809293	0	0:00:11.864912
29	118	118	1.5992887573691692	1	0:00:11.867433
30	4	2	0.3642739946168315	0	0:00:11.865591
31	182	607	1.5992887573691692	0	0:00:11.868576
32	66	66	1.5992887573691692	1	0:00:11.868241
33	165	165	1.3748337784583373	1	0:00:11.869206
34	129	129	1.5992887573691692	1	0:00:11.871314
35	181	-1	0.0	0	0:00:11.871071
36	4	4	1.399877918160344	1	0:00:11.868627
37	53	-1	0.0	0	0:00:11.867083
38	31	31	0.6852675667809128	1	0:00:11.873125
39	128	128	1.5992887573691692	1	0:00:11.873791
40	124	30	0.17016537699388304	0	0:00:11.874073
41	27	27	0.7158238880377887	1	0:00:11.877335
42	194	194	0.7949813815393695	1	0:00:11.883045
43	103	103	1.5992887573691692	1	0:00:11.892377
44	19	19	1.4860743927230482	1	0:00:11.899671
45	172	171	0.17593913065580932	0	0:00:11.902325
46	184	184	0.7568752316500919	1	0:00:11.906375
47	157	157	1.1948930372135542	1	0:00:11.914654
48	187	187	0.8045725524547388	1	0:00:11.913755
49	40	-1	0.0	0	0:00:11.910327
50	66	68	0.19164404439450905	0	0:00:11.906544
51	103	103	0.7462147083153658	1	0:00:11.901506
52	67	67	0.8268408631861317	1	0:00:11.900130
53	8	8	1.5278913732041421	1	0:00:11.899345
54	107	107	1.5992887573691692	1	0:00:11.899021
55	50	50	0.7010832841465928	1	0:00:11.897205
56	189	190	0.11957504488439315	0	0:00:11.895432
57	70	70	1.5992887573691692	1	0:00:11.891027
58	81	81	1.5992887573691692	1	0:00:11.890353
59	139	139	1.5278913732041421	1	0:00:11.891381
60	92	92	1.5992887573691692	1	0:00:11.889133
61	1	1	1.5992887573691692	1	0:00:11.891420
62	199	199	1.5992887573691692	1	0:00:11.889670
63	23	23	0.1833612169901908	1	0:00:11.893086
64	43	43	1.4860743927230482	1	0:00:11.893747
65	93	93	1.0752735522280226	1	0:00:11.886038
66	122	122	1.5992887573691692	1	0:00:11.888946
67	48	50	0.6099413166687206	0	0:00:11.883953
68	5	5	1.5992887573691692	1	0:00:11.881953
69	171	171	1.5992887573691692	1	0:00:11.882299
70	84	346	0.40329437719732114	0	0:00:11.882071
71	32	31	1.0932851423943823	0	0:00:11.878656
72	105	105	0.5218073301035994	1	0:00:11.882150
73	39	383	0.00865253544267601	0	0:00:11.883570
74	183	183	0.15100177593659253	1	0:00:11.880309
75	197	-1	0.0	0	0:00:11.882130
76	101	101	1.5992887573691692	1	0:00:11.882636
77	147	146	0.4153064659181609	0	0:00:11.881870
78	121	121	1.5992887573691692	1	0:00:11.883998
79	120	-1	0.0	0	0:00:11.884362
80	199	199	0.5088368626412731	1	0:00:11.883843
81	34	149	0.031009177106999894	0	0:00:11.883097
82	195	195	0.7125325580102768	1	0:00:11.880671
83	123	123	0.49896604374194614	1	0:00:11.879928
84	157	157	1.208449594514268	1	0:00:11.883346
85	58	-1	0.0	0	0:00:11.880211
86	170	169	1.5278913732041421	0	0:00:11.879332
87	69	69	0.19970914888796976	1	0:00:11.885063
88	58	-1	0.0	0	0:00:11.884107
89	166	162	1.182252316564941	0	0:00:11.881512
90	21	21	1.0855937332242167	1	0:00:11.878908
91	188	188	1.5050780731920577	1	0:00:11.883092
92	155	155	1.4696726259639983	1	0:00:11.882808
93	111	111	0.16548382076198925	1	0:00:11.883945
94	7	7	1.5992887573691692	1	0:00:11.884414
95	147	147	1.5992887573691692	1	0:00:11.879237
96	25	25	1.2979108880182055	1	0:00:11.884925
97	155	155	0.25298325607005817	1	0:00:11.884274
98	69	69	1.5992887573691692	1	0:00:11.884138
99	191	191	1.556981796091315	1	0:00:11.884706
100	118	-1	0.0	0	0:00:11.885102
101	101	101	0.3753718474000403	1	0:00:11.883133
102	73	73	0.21281392827712134	1	0:00:11.885868
103	56	56	1.0573295006670982	1	0:00:11.882046
