idx	label	predict	radius	correct	time
0	0	-1	0.0	0	0:03:14.948348
1	0	0	0.7502375120603182	1	0:03:13.382700
2	0	0	0.5068408995964507	1	0:03:13.456345
3	0	-1	0.0	0	0:03:13.486738
4	0	0	0.7502375120603182	1	0:03:13.420529
5	0	0	0.2132109980844042	1	0:03:13.482650
6	0	13	0.2132109980844042	0	0:03:13.497198
7	0	13	0.015032541566706937	0	0:03:13.465554
8	0	76	0.2132109980844042	0	0:03:13.505249
9	0	1	0.2132109980844042	0	0:03:13.475995
10	0	0	0.7502375120603182	1	0:03:13.424509
11	0	0	0.7502375120603182	1	0:03:13.411492
12	0	0	0.7502375120603182	1	0:03:13.418704
13	0	0	0.7502375120603182	1	0:03:13.431428
14	0	0	0.7502375120603182	1	0:03:13.412915
15	0	0	0.7502375120603182	1	0:03:13.442554
16	0	77	0.5770689253008233	0	0:03:13.398844
17	0	77	0.6206698756845618	0	0:03:13.423946
18	0	1	0.7502375120603182	0	0:03:13.429387
19	0	0	0.47707946358328385	1	0:03:13.367169
20	0	1	0.7502375120603182	0	0:03:13.405448
21	0	0	0.24585857044776446	1	0:03:13.414487
22	0	-1	0.0	0	0:03:13.421947
23	0	1	0.7502375120603182	0	0:03:13.398884
24	0	1	0.7502375120603182	0	0:03:13.393951
25	0	1	0.7502375120603182	0	0:03:13.422700
26	0	1	0.7502375120603182	0	0:03:13.432803
27	0	1	0.6206698756845618	0	0:03:13.408514
28	0	1	0.7502375120603182	0	0:03:13.434577
29	0	1	0.16698194943760428	0	0:03:13.392553
30	0	77	0.7502375120603182	0	0:03:13.480458
31	0	77	0.7502375120603182	0	0:03:13.408013
32	0	77	0.6206698756845618	0	0:03:13.433784
33	0	77	0.7502375120603182	0	0:03:13.467687
34	0	77	0.7502375120603182	0	0:03:13.417071
35	0	77	0.5068408995964507	0	0:03:13.426644
36	0	77	0.7502375120603182	0	0:03:13.400475
37	0	61	0.1820719084742901	0	0:03:13.453301
38	0	1	0.10919741397671864	0	0:03:13.188980
39	0	0	0.7502375120603182	1	0:03:12.506332
40	0	0	0.6746295194051951	1	0:03:12.279057
41	0	0	0.7502375120603182	1	0:03:12.277555
42	0	0	0.31718403199314127	1	0:03:12.286482
43	0	-1	0.0	0	0:03:12.295050
44	1	1	0.7502375120603182	1	0:03:12.271299
45	1	1	0.6746295194051951	1	0:03:12.247427
46	1	1	0.6746295194051951	1	0:03:12.217184
47	1	1	0.5770689253008233	1	0:03:12.230270
48	1	1	0.7502375120603182	1	0:03:12.233791
49	1	-1	0.0	0	0:03:12.285724
50	1	0	0.15217337439385348	0	0:03:12.648736
51	1	-1	0.0	0	0:03:13.055615
52	1	98	0.47707946358328385	0	0:03:13.063023
53	1	98	0.26285245725166134	0	0:03:13.067053
54	1	98	0.15217337439385348	0	0:03:13.109232
55	1	34	0.26285245725166134	0	0:03:13.100929
56	1	-1	0.0	0	0:03:13.105470
57	1	1	0.47707946358328385	1	0:03:13.114831
58	1	77	0.6746295194051951	0	0:03:13.093310
59	1	1	0.47707946358328385	1	0:03:13.113651
60	1	-1	0.0	0	0:03:13.042717
61	1	1	0.015032541566706937	1	0:03:12.712630
62	1	13	0.6206698756845618	0	0:03:12.703952
63	1	1	0.6206698756845618	1	0:03:12.803579
64	1	1	0.7502375120603182	1	0:03:12.793996
65	1	1	0.7502375120603182	1	0:03:12.743520
66	1	1	0.7502375120603182	1	0:03:12.794920
67	1	-1	0.0	0	0:03:12.729256
68	1	1	0.40067347942062886	1	0:03:12.816536
69	1	1	0.7502375120603182	1	0:03:12.780532
70	1	1	0.7502375120603182	1	0:03:12.683858
71	1	1	0.7502375120603182	1	0:03:12.721648
72	1	61	0.6746295194051951	0	0:03:12.755216
73	1	61	0.2803615394615304	0	0:03:12.772600
74	1	61	0.24585857044776446	0	0:03:12.743538
75	1	61	0.5068408995964507	0	0:03:12.777551
76	2	-1	0.0	0	0:03:12.876466
77	2	35	0.2803615394615304	0	0:03:13.144542
78	2	-1	0.0	0	0:03:13.460230
79	2	-1	0.0	0	0:03:13.385223
80	2	-1	0.0	0	0:03:13.392174
81	2	-1	0.0	0	0:03:13.395041
82	2	2	0.31718403199314127	1	0:03:13.405825
83	2	2	0.2984477511839905	1	0:03:13.419506
84	2	2	0.028094628302404976	1	0:03:13.382225
85	2	2	0.24585857044776446	1	0:03:13.400035
86	2	-1	0.0	0	0:03:13.410258
87	2	2	0.336657273304347	1	0:03:13.393924
88	2	2	0.5068408995964507	1	0:03:13.372389
89	2	2	0.6206698756845618	1	0:03:13.282981
90	2	32	0.7502375120603182	0	0:03:13.159961
91	2	-1	0.0	0	0:03:12.874075
92	2	90	0.6206698756845618	0	0:03:12.909631
93	2	90	0.7502375120603182	0	0:03:12.895648
94	2	2	0.5397883139036498	1	0:03:12.858417
95	2	2	0.7502375120603182	1	0:03:12.789281
96	2	2	0.7502375120603182	1	0:03:12.746557
97	2	2	0.7502375120603182	1	0:03:12.780247
98	2	2	0.7502375120603182	1	0:03:12.784575
99	2	2	0.7502375120603182	1	0:03:12.797064
100	2	98	0.1974711594579051	0	0:03:12.755174
101	2	-1	0.0	0	0:03:12.851704
102	2	-1	0.0	0	0:03:12.903448
103	2	32	0.6746295194051951	0	0:03:12.948324
104	2	32	0.7502375120603182	0	0:03:13.071277
105	2	-1	0.0	0	0:03:13.160243
106	2	-1	0.0	0	0:03:13.126590
107	2	34	0.13762114318163302	0	0:03:13.171247
108	2	34	0.7502375120603182	0	0:03:13.153916
109	2	34	0.7502375120603182	0	0:03:13.125565
110	2	-1	0.0	0	0:03:13.146822
